0.020000	0.085438	-139.481235	
0.040000	0.170874	-139.483798	
0.060000	0.256304	-139.488069	
0.080000	0.341727	-139.494050	
0.100000	0.427140	-139.501739	
0.120000	0.512540	-139.511135	
0.140000	0.597924	-139.522240	
0.160000	0.683291	-139.535052	
0.180000	0.768637	-139.549572	
0.200000	0.853960	-139.565798	
0.220000	0.939257	-139.583730	
0.240000	1.024526	-139.603368	
0.260000	1.109765	-139.624711	
0.280000	1.194970	-139.647759	
0.300000	1.280139	-139.672510	
0.320000	1.365270	-139.698964	
0.340000	1.450360	-139.727121	
0.360000	1.535406	-139.756979	
0.380000	1.620406	-139.788537	
0.400000	1.705357	-139.821795	
0.420000	1.790257	-139.856751	
0.440000	1.875103	-139.893405	
0.460000	1.959893	-139.931756	
0.480000	2.044624	-139.971801	
0.500000	2.129293	-140.013540	
0.520000	2.213899	-140.056973	
0.540000	2.298437	-140.102096	
0.560000	2.382906	-140.148910	
0.580000	2.467304	-140.197413	
0.600000	2.551627	-140.247602	
0.620000	2.635874	-140.299478	
0.640000	2.720040	-140.353037	
0.660000	2.804125	-140.408279	
0.680000	2.888126	-140.465202	
0.700000	2.972039	-140.523804	
0.720000	3.055863	-140.584084	
0.740000	3.139594	-140.646039	
0.760000	3.223231	-140.709668	
0.780000	3.306771	-140.774968	
0.800000	3.390211	-140.841938	
0.820000	3.473548	-140.910577	
0.840000	3.556782	-140.980880	
0.860000	3.639907	-141.052848	
0.880000	3.722924	-141.126477	
0.900000	3.805828	-141.201765	
0.920000	3.888617	-141.278710	
0.940000	3.971290	-141.357309	
0.960000	4.053842	-141.437561	
0.980000	4.136273	-141.519463	
1.000000	4.218580	-141.603012	
1.020000	4.300760	-141.688206	
1.040000	4.382810	-141.775043	
1.060000	4.464730	-141.863519	
1.080000	4.546515	-141.953632	
1.100000	4.628164	-142.045379	
1.120000	4.709674	-142.138758	
1.140000	4.791044	-142.233766	
1.160000	4.872270	-142.330400	
1.180000	4.953351	-142.428657	
1.200000	5.034284	-142.528534	
1.220000	5.115067	-142.630029	
1.240000	5.195698	-142.733137	
1.260000	5.276175	-142.837856	
1.280000	5.356495	-142.944184	
1.300000	5.436656	-143.052116	
1.320000	5.516657	-143.161650	
1.340000	5.596494	-143.272783	
1.360000	5.676167	-143.385510	
1.380000	5.755672	-143.499829	
1.400000	5.835008	-143.615737	
1.420000	5.914174	-143.733230	
1.440000	5.993166	-143.852304	
1.460000	6.071982	-143.972956	
1.480000	6.150622	-144.095183	
1.500000	6.229083	-144.218981	
1.520000	6.307363	-144.344346	
1.540000	6.385461	-144.471276	
1.560000	6.463374	-144.599765	
1.580000	6.541101	-144.729811	
1.600000	6.618640	-144.861409	
1.620000	6.695989	-144.994556	
1.640000	6.773147	-145.129248	
1.660000	6.850112	-145.265482	
1.680000	6.926882	-145.403253	
1.700000	7.003456	-145.542557	
1.720000	7.079832	-145.683391	
1.740000	7.156009	-145.825751	
1.760000	7.231984	-145.969632	
1.780000	7.307758	-146.115030	
1.800000	7.383328	-146.261942	
1.820000	7.458692	-146.410363	
1.840000	7.533851	-146.560290	
1.860000	7.608801	-146.711717	
1.880000	7.683542	-146.864642	
1.900000	7.758073	-147.019059	
1.920000	7.832392	-147.174964	
1.940000	7.906499	-147.332354	
1.960000	7.980391	-147.491224	
1.980000	8.054069	-147.651570	
2.000000	8.127530	-147.813387	
2.020000	8.200774	-147.976671	
2.040000	8.273800	-148.141418	
2.060000	8.346607	-148.307623	
2.080000	8.419194	-148.475282	
2.100000	8.491560	-148.644391	
2.120000	8.563703	-148.814945	
2.140000	8.635624	-148.986939	
2.160000	8.707322	-149.160370	
2.180000	8.778795	-149.335232	
2.200000	8.850043	-149.511522	
2.220000	8.921065	-149.689234	
2.240000	8.991861	-149.868364	
2.260000	9.062430	-150.048908	
2.280000	9.132771	-150.230861	
2.300000	9.202884	-150.414219	
2.320000	9.272768	-150.598977	
2.340000	9.342422	-150.785130	
2.360000	9.411847	-150.972674	
2.380000	9.481042	-151.161604	
2.400000	9.550006	-151.351915	
2.420000	9.618739	-151.543604	
2.440000	9.687240	-151.736665	
2.460000	9.755510	-151.931094	
2.480000	9.823548	-152.126885	
2.500000	9.891354	-152.324036	
2.520000	9.958927	-152.522539	
2.540000	10.026268	-152.722393	
2.560000	10.093376	-152.923590	
2.580000	10.160251	-153.126128	
2.600000	10.226893	-153.330000	
2.620000	10.293301	-153.535203	
2.640000	10.359477	-153.741732	
2.660000	10.425419	-153.949582	
2.680000	10.491128	-154.158749	
2.700000	10.556604	-154.369228	
2.720000	10.621846	-154.581013	
2.740000	10.686856	-154.794101	
2.760000	10.751633	-155.008487	
2.780000	10.816176	-155.224167	
2.800000	10.880488	-155.441134	
2.820000	10.944566	-155.659386	
2.840000	11.008413	-155.878917	
2.860000	11.072027	-156.099723	
2.880000	11.135410	-156.321798	
2.900000	11.198561	-156.545139	
2.920000	11.261481	-156.769741	
2.940000	11.324170	-156.995598	
2.960000	11.386629	-157.222707	
2.980000	11.448858	-157.451063	
3.000000	11.510856	-157.680662	
3.020000	11.572626	-157.911498	
3.040000	11.634167	-158.143567	
3.060000	11.695479	-158.376864	
3.080000	11.756564	-158.611386	
3.100000	11.817421	-158.847127	
3.120000	11.878051	-159.084083	
3.140000	11.938455	-159.322249	
3.160000	11.998633	-159.561621	
3.180000	12.058586	-159.802194	
3.200000	12.118315	-160.043964	
3.220000	12.177820	-160.286927	
3.240000	12.237101	-160.531077	
3.260000	12.296161	-160.776411	
3.280000	12.354998	-161.022924	
3.300000	12.413614	-161.270611	
3.320000	12.472010	-161.519468	
3.340000	12.530186	-161.769491	
3.360000	12.588144	-162.020676	
3.380000	12.645884	-162.273017	
3.400000	12.703406	-162.526511	
3.420000	12.760712	-162.781153	
3.440000	12.817803	-163.036940	
3.460000	12.874679	-163.293865	
3.480000	12.931342	-163.551927	
3.500000	12.987792	-163.811119	
3.520000	13.044030	-164.071438	
3.540000	13.100058	-164.332880	
3.560000	13.155876	-164.595441	
3.580000	13.211485	-164.859115	
3.600000	13.266887	-165.123900	
3.620000	13.322082	-165.389791	
3.640000	13.377071	-165.656783	
3.660000	13.431857	-165.924874	
3.680000	13.486439	-166.194058	
3.700000	13.540820	-166.464331	
3.720000	13.595000	-166.735690	
3.740000	13.648980	-167.008131	
3.760000	13.702762	-167.281650	
3.780000	13.756348	-167.556242	
3.800000	13.809738	-167.831904	
3.820000	13.862933	-168.108631	
3.840000	13.915936	-168.386421	
3.860000	13.968748	-168.665269	
3.880000	14.021370	-168.945171	
3.900000	14.073804	-169.226123	
3.920000	14.126051	-169.508123	
3.940000	14.178114	-169.791166	
3.960000	14.229992	-170.075247	
3.980000	14.281689	-170.360365	
4.000000	14.333206	-170.646515	
4.020000	14.384545	-170.933693	
4.040000	14.435708	-171.221897	
4.060000	14.486697	-171.511122	
4.080000	14.537512	-171.801365	
4.100000	14.588158	-172.092622	
4.120000	14.638635	-172.384891	
4.140000	14.688947	-172.678168	
4.160000	14.739094	-172.972449	
4.180000	14.789080	-173.267731	
4.200000	14.838906	-173.564012	
4.220000	14.888576	-173.861288	
4.240000	14.938092	-174.159555	
4.260000	14.987457	-174.458811	
4.280000	15.036672	-174.759053	
4.300000	15.085742	-175.060278	
4.320000	15.134669	-175.362483	
4.340000	15.183457	-175.665665	
4.360000	15.232107	-175.969821	
4.380000	15.280625	-176.274949	
4.400000	15.329012	-176.581046	
4.420000	15.377274	-176.888110	
4.440000	15.425413	-177.196137	
4.460000	15.473434	-177.505126	
4.480000	15.521340	-177.815075	
4.500000	15.569136	-178.125980	
4.520000	15.616827	-178.437840	
4.540000	15.664416	-178.750653	
